Sentence,Aspect,Polarity
quán có làm thẻ thành_viên được giảm .,['RESTAURANT#MISCELLANEOUS'],[{'RESTAURANT#MISCELLANEOUS': 'neutral'}]
đũa ở đây được bỏ theo đôi vào trong ống giấy giống trong nhà_hàng .,['RESTAURANT#MISCELLANEOUS'],[{'RESTAURANT#MISCELLANEOUS': 'positive'}]
"món này ngon , mình rất hay uống .",['DRINKS#PRICES'],[{'DRINKS#PRICES': 'positive'}]
thịt nạc trong mì là nạc không nhưng ko bị khô mà rất mềm và mọng nước .,['FOOD#QUALITY'],[{'FOOD#QUALITY': 'positive'}]
"ăn ngon lớm , do mình dân miền trung nên khoái món này kinh_khủng , keke .",['FOOD#QUALITY'],[{'FOOD#QUALITY': 'positive'}]
quán cafe có không_gian rộng dành cho hội_họp nhóm và nơi họp_hành .,['AMBIENCE#GENERAL'],[{'AMBIENCE#GENERAL': 'positive'}]
uống ngọt thanh vừa_phải .,['DRINKS#QUALITY'],[{'DRINKS#QUALITY': 'positive'}]
chi_phí khoảng k ngừoi .,['RESTAURANT#PRICES'],[{'RESTAURANT#PRICES': 'neutral'}]
"được bạn giới_thiệu , ra hanoi mình ghé quán anh_vũ trên giảng võ ăn chả cá .",['LOCATION#GENERAL'],[{'LOCATION#GENERAL': 'neutral'}]
gia_vị nêm rất vừa_vặn .,['FOOD#QUALITY'],[{'FOOD#QUALITY': 'positive'}]
một bát nha .,['FOOD#PRICES'],[{'FOOD#PRICES': 'neutral'}]
"mình rất thích sốt thousand hay gì gì không nhớ chính_xác , nay ăn_ở đây nó chả ra cái vị gì cả .",['FOOD#QUALITY'],[{'FOOD#QUALITY': 'negative'}]
"bánh_mì hoa_cúc ở đây mình ăn thấy rất thơm , k hề bị nhiều dầu_mỡ hay bị ngấy .",['FOOD#QUALITY'],[{'FOOD#QUALITY': 'positive'}]
"bò ngon , nhiều nấm .","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","[{'FOOD#QUALITY': 'positive'}, {'FOOD#STYLE&OPTIONS': 'positive'}]"
còn ba chỉ bên nướng không ướp gì luôn .,['FOOD#STYLE&OPTIONS'],[{'FOOD#STYLE&OPTIONS': 'negative'}]
cà_ri gả ngon hơn heo .,"['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","[{'FOOD#QUALITY': 'positive'}, {'FOOD#STYLE&OPTIONS': 'neutral'}]"
giá_cả cũng thuộc tầm cao .,['RESTAURANT#PRICES'],[{'RESTAURANT#PRICES': 'negative'}]
"lần nào mình cũng gọi cà_ri shika thập_cẩm gồm thịt heo cắt khối , nửa quả trứng luộc , phô_mai sợi .",['FOOD#STYLE&OPTIONS'],[{'FOOD#STYLE&OPTIONS': 'positive'}]
"nhân_viên nhanh_nhẹn , giữ xe freee nha .","['RESTAURANT#MISCELLANEOUS', 'SERVICE#GENERAL']","[{'RESTAURANT#MISCELLANEOUS': 'positive'}, {'SERVICE#GENERAL': 'positive'}]"
"tui nhớ giá nước từ , , riêng đồ_ăn thì trở lên .","['FOOD#PRICES', 'DRINKS#PRICES']","[{'FOOD#PRICES': 'neutral'}, {'DRINKS#PRICES': 'neutral'}]"
nói ngon thôi chưa đủ mà phải nói là rất ngon .,['RESTAURANT#GENERAL'],[{'RESTAURANT#GENERAL': 'positive'}]
"quán có không_gian khá đẹp và lãng_mạn , nhất_là khu_vực ngoài_trời .",['AMBIENCE#GENERAL'],[{'AMBIENCE#GENERAL': 'positive'}]
quán là lò bánh_mì ở trong khu tập_thể c kim liên .,['LOCATION#GENERAL'],[{'LOCATION#GENERAL': 'neutral'}]
"nhân_viên khá nhanh_nhẹn , mặc_dù mặc_dù mình đến quán vào cuối tuần khách đông nhưng chưa bao_giờ thất_vọng về cách phục_vụ của nhân_viên , rất dễ_thương và nhiệt_tình .","['RESTAURANT#GENERAL', 'SERVICE#GENERAL']","[{'RESTAURANT#GENERAL': 'positive'}, {'SERVICE#GENERAL': 'positive'}]"
nhìn_chung các món giá cũng không đắt .,['RESTAURANT#PRICES'],[{'RESTAURANT#PRICES': 'neutral'}]
không nhiệt_tình lắm nhưng chấp_nhận được .,['SERVICE#GENERAL'],[{'SERVICE#GENERAL': 'neutral'}]
"mỗi cái bàn như_thế hình_như đủ chỗ khoảng người , có chỗ để đặt thêm ghế nếu dư người .",['RESTAURANT#MISCELLANEOUS'],[{'RESTAURANT#MISCELLANEOUS': 'neutral'}]
gần như lúc_nào cũng full bàn vào buổi chiều cuối tuần .,['RESTAURANT#GENERAL'],[{'RESTAURANT#GENERAL': 'positive'}]
ở đây nhiều món ăn nhưng không ngon lắm .,"['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","[{'FOOD#STYLE&OPTIONS': 'positive'}, {'FOOD#QUALITY': 'neutral'}]"
"đchi shop thực_ra là nhà ở chứ ko phải cửa_hàng , tiếp tụi mình là bạn chắc cũng trạc tuổi mình , shop bán nhiều món ăn vặt , có khô gà , rong biển , da heo , bánh_tráng .",['FOOD#STYLE&OPTIONS'],[{'FOOD#STYLE&OPTIONS': 'positive'}]
"nhà_hàng dễ tìm nhưng trang_trí ko đẹp như mình nghĩ , bày bàn cũng bình_thường , giấy_ăn loại ko tốt nhưng bù lại phục_vụ dễ_thương .","['LOCATION#GENERAL', 'AMBIENCE#GENERAL', 'RESTAURANT#MISCELLANEOUS', 'SERVICE#GENERAL']","[{'LOCATION#GENERAL': 'positive'}, {'AMBIENCE#GENERAL': 'negative'}, {'RESTAURANT#MISCELLANEOUS': 'negative'}, {'SERVICE#GENERAL': 'positive'}]"
nhân_viên không nhiêu và đồ_ăn lên hơi lâu là điểm trừ nho_nhỏ của quán đó ah .,['SERVICE#GENERAL'],[{'SERVICE#GENERAL': 'negative'}]
đĩa sườn bé tẹo đường_kính khoảng cm mà sườn gì toàn_cục xương và cục thịt như kiểu thịt vai chứ chả phải sườn .,"['FOOD#PRICES', 'FOOD#STYLE&OPTIONS']","[{'FOOD#PRICES': 'negative'}, {'FOOD#STYLE&OPTIONS': 'negative'}]"
"phòng là kính trong kém kín_đáo , bên ngoài thấy được hết .",['RESTAURANT#MISCELLANEOUS'],[{'RESTAURANT#MISCELLANEOUS': 'negative'}]
phục_vụ nhanh hơn .,['SERVICE#GENERAL'],[{'SERVICE#GENERAL': 'positive'}]
"mình chọn ngay một một phần bò mỹ làm tái , sốt rượu_vang , sà lách , bánh_mì bơ tỏi và một spagheti cá_hồi .",['FOOD#STYLE&OPTIONS'],[{'FOOD#STYLE&OPTIONS': 'neutral'}]
"quán có món thích bún xương bò , gân bò khá ngon .","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS']","[{'FOOD#QUALITY': 'positive'}, {'FOOD#STYLE&OPTIONS': 'neutral'}]"
nhìn_chung thì mình hài_lòng tất_cả ngoại_trừ việc không_gian k đủ chỗ ngồi ra thì mọi thứ đều ok .,"['RESTAURANT#GENERAL', 'AMBIENCE#GENERAL']","[{'RESTAURANT#GENERAL': 'positive'}, {'AMBIENCE#GENERAL': 'negative'}]"
"nhân_viên dễ_thương , nói_chung là hài_lòng về mọi thứ của quán .","['RESTAURANT#GENERAL', 'SERVICE#GENERAL']","[{'RESTAURANT#GENERAL': 'positive'}, {'SERVICE#GENERAL': 'positive'}]"
"đồ_ăn ở đây ổn , giá_cả hợp_lý .","['FOOD#QUALITY', 'FOOD#PRICES']","[{'FOOD#QUALITY': 'positive'}, {'FOOD#PRICES': 'positive'}]"
"không_khí vui_nhộn , rất nhiều người nước_ngoài , có_thể là_hơi ồn đối_với một_số người .",['RESTAURANT#GENERAL'],[{'RESTAURANT#GENERAL': 'positive'}]
"quán trà bánh thôi mà dễ_thương ơi là dễ_thương luôn ý , đẹp muốn xĩu .",['AMBIENCE#GENERAL'],[{'AMBIENCE#GENERAL': 'positive'}]
"trong ly matcha đá xay , cappuchino , caramel thì mình thấy caramel ngon nhất í .","['DRINKS#QUALITY', 'DRINKS#STYLE&OPTIONS']","[{'DRINKS#QUALITY': 'positive'}, {'DRINKS#STYLE&OPTIONS': 'neutral'}]"
"nhưng dạo gần đây thì thất_vọng kinh_khủng , bánh bị cứng ở bên trong , nhân_giống như bị quay chín quá hay sao mà ko tan chảy mà cứng như bánh bên ngoài , ăn cực_kỳ chán .",['FOOD#QUALITY'],[{'FOOD#QUALITY': 'negative'}]
"gọi menu nước uống mà ko có nước sâm , thấy trà đào uống thử , cũng ok .",['DRINKS#QUALITY'],[{'DRINKS#QUALITY': 'positive'}]
không_gian quán dễ_thương .,['AMBIENCE#GENERAL'],[{'AMBIENCE#GENERAL': 'positive'}]
"dù không phải xuất_sắc như ở texas nhưng ăn vẫn ngon , và giá vẫn rẻ hơn mà .","['FOOD#PRICES', 'FOOD#QUALITY']","[{'FOOD#PRICES': 'negative'}, {'FOOD#QUALITY': 'positive'}]"
mình order phần fat chips và marou hot chocolate .,['FOOD#STYLE&OPTIONS'],[{'FOOD#STYLE&OPTIONS': 'neutral'}]
"có tầng với các không_gian khác nhau , tầng bếp chiếm diện_tích khá lớn nên chỗ ngồi hơi hạn_chế và mùi hơi nồng , lên tầng ngồi sẽ thoải_mái mà ấm_áp hơn hẳn .",['AMBIENCE#GENERAL'],[{'AMBIENCE#GENERAL': 'positive'}]
"giá , có code còn mấy ngàn .","['RESTAURANT#PRICES', 'RESTAURANT#MISCELLANEOUS']","[{'RESTAURANT#PRICES': 'neutral'}, {'RESTAURANT#MISCELLANEOUS': 'positive'}]"
mình ăn cơm trộn hải_sản và cơm moon .,['FOOD#STYLE&OPTIONS'],[{'FOOD#STYLE&OPTIONS': 'neutral'}]
món cũng bình_thường không có gì nổi_trội .,['FOOD#QUALITY'],[{'FOOD#QUALITY': 'neutral'}]
"sau_này thì không_gian quá đông , ồn_ào và chật nước_ngọt nên mình khôngg ghé nữa .","['AMBIENCE#GENERAL', 'DRINKS#QUALITY']","[{'AMBIENCE#GENERAL': 'negative'}, {'DRINKS#QUALITY': 'neutral'}]"
"mình đi ngươif chọn chỗ gần cửa kiếng rất lãng_mạn , nhìn ra la giàn hoa_hồng .",['LOCATION#GENERAL'],[{'LOCATION#GENERAL': 'positive'}]
"trà sữa gọi về nhưng chất_lượng như kêu ở quán , quá_xá là ngon , không phụ kỳ_vọng .",['DRINKS#QUALITY'],[{'DRINKS#QUALITY': 'positive'}]
thơm ngon dã_man xong cái túi đựng bỏng cũng tử_tế .,"['FOOD#QUALITY', 'RESTAURANT#MISCELLANEOUS']","[{'FOOD#QUALITY': 'positive'}, {'RESTAURANT#MISCELLANEOUS': 'positive'}]"
"bánh mang ra còn nóng , có nước sốt béo béo ăn vừa_miệng .",['FOOD#QUALITY'],[{'FOOD#QUALITY': 'positive'}]
các loại trà phong_phú và thơm ngon .,"['DRINKS#QUALITY', 'DRINKS#STYLE&OPTIONS']","[{'DRINKS#QUALITY': 'positive'}, {'DRINKS#STYLE&OPTIONS': 'positive'}]"
"ngày_xưa nhớ lúc quán mới mở , đồ_ăn ko ngon , sau đó quán thay_đổi bếp hay sao mà ngon cực_kỳ , khoảng năm về trước lúc đó hầu_như tuần nào cũng ghé .",['FOOD#QUALITY'],[{'FOOD#QUALITY': 'positive'}]
sẽ còn quay lại chừng nào còn ở hn .,['RESTAURANT#GENERAL'],[{'RESTAURANT#GENERAL': 'positive'}]
nồi lẩu trông cũng khác với những nơi khác nữa .,['FOOD#STYLE&OPTIONS'],[{'FOOD#STYLE&OPTIONS': 'positive'}]
"nhân_viên thân_thiện , nhoi .",['SERVICE#GENERAL'],[{'SERVICE#GENERAL': 'positive'}]
đôi_khi cuối tuần có flea market thì còn thú_vị hơn_nữa .,['RESTAURANT#MISCELLANEOUS'],[{'RESTAURANT#MISCELLANEOUS': 'positive'}]
nói_chung là sẽ không bao_giờ quay lại .,['RESTAURANT#GENERAL'],[{'RESTAURANT#GENERAL': 'negative'}]
cực thích quán luôn,['RESTAURANT#GENERAL'],[{'RESTAURANT#GENERAL': 'positive'}]
"banh mình dùng phần bò nướng , phần này ít bò hơn , chủ_yếu là rau củ quả nhưng trang_trí đẹp_mắt , ăn thì cũng tạm vì không có sốt .","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","[{'FOOD#STYLE&OPTIONS': 'positive'}, {'FOOD#QUALITY': 'neutral'}]"
order phần soup bí_đỏ với soup tôm kem .,['FOOD#STYLE&OPTIONS'],[{'FOOD#STYLE&OPTIONS': 'neutral'}]
chắc cũng là ghé vào ngày thứ có mua tặng .,['RESTAURANT#MISCELLANEOUS'],[{'RESTAURANT#MISCELLANEOUS': 'positive'}]
"mình order bánh_mì bơ tỏi , bò lúc_lắc , bo topblade gr ăn đã ghiền khoai_tây đút lò nước suối coca việt_nam .",['FOOD#STYLE&OPTIONS'],[{'FOOD#STYLE&OPTIONS': 'neutral'}]
quán chỉ có nhà_hàng này lại ở trong hẻm nhung cũng khong quá khó tìm đâu .,['LOCATION#GENERAL'],[{'LOCATION#GENERAL': 'neutral'}]
món nước_lèo thì tạm ổn .,['FOOD#QUALITY'],[{'FOOD#QUALITY': 'neutral'}]
đồ_ăn cái menu in chữ rõ nhỏ gây bất_tiện trong việc chọn món .,['RESTAURANT#MISCELLANEOUS'],[{'RESTAURANT#MISCELLANEOUS': 'negative'}]
đằng này thất_vọng về cách phục_vụ quá .,['SERVICE#GENERAL'],[{'SERVICE#GENERAL': 'negative'}]
lúc_nào mình đến cũng phải xếp_hàng rất đông .,['RESTAURANT#GENERAL'],[{'RESTAURANT#GENERAL': 'neutral'}]
"vỏ rất mềm , mướt , nhân thì có vẻ là sầu_riêng trộn với đậu_xanh .","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","[{'FOOD#STYLE&OPTIONS': 'neutral'}, {'FOOD#QUALITY': 'positive'}]"
gọi cốc latte nửa là đá .,['DRINKS#STYLE&OPTIONS'],[{'DRINKS#STYLE&OPTIONS': 'neutral'}]
gửi xe cũng tốn tiền .,['RESTAURANT#MISCELLANEOUS'],[{'RESTAURANT#MISCELLANEOUS': 'negative'}]
"chắc có_lẽ đặt nhiều quá quán sợ làm ko kịp hay sao mà chuẩn_bị trước nên lúc mang ra hàu bị nguội , ăn không ngon .",['FOOD#QUALITY'],[{'FOOD#QUALITY': 'negative'}]
"miếng sườn nhìn bé hẳn , vị cũng không được như hồi đầu .","['FOOD#STYLE&OPTIONS', 'FOOD#QUALITY']","[{'FOOD#STYLE&OPTIONS': 'negative'}, {'FOOD#QUALITY': 'neutral'}]"
"nhân đơn_giản chỉ là pate thôi , ngoài_ra không có thêm gì khác .",['FOOD#STYLE&OPTIONS'],[{'FOOD#STYLE&OPTIONS': 'neutral'}]
mình gọi gần nửa list salad cái nào cũng dở .,['FOOD#QUALITY'],[{'FOOD#QUALITY': 'negative'}]
chất_lượng đồ chả có nhiều .,['FOOD#STYLE&OPTIONS'],[{'FOOD#STYLE&OPTIONS': 'negative'}]
tóm_lại rất ngon và nhân_viên phục_vụ thân_thiện lắm .,"['SERVICE#GENERAL', 'RESTAURANT#GENERAL']","[{'SERVICE#GENERAL': 'positive'}, {'RESTAURANT#GENERAL': 'positive'}]"
kem không ngon lắm nhưng vì đây là nhà_hàng bbq nên mình chỉ đánh_giá chủ_yếu là các món nướng .,['FOOD#QUALITY'],[{'FOOD#QUALITY': 'neutral'}]
bạn nào ko thích ăn gân thì ko nên gọi phần này nha vì sẽ dính sợi gân giữa miếng bò .,['FOOD#STYLE&OPTIONS'],[{'FOOD#STYLE&OPTIONS': 'neutral'}]
"không_gian thoáng mát rộng , thức_ăn phong_phú","['AMBIENCE#GENERAL', 'FOOD#STYLE&OPTIONS']","[{'AMBIENCE#GENERAL': 'positive'}, {'FOOD#STYLE&OPTIONS': 'positive'}]"
ăn vào thấy chất_lượng cực đỉnh luôn .,['FOOD#QUALITY'],[{'FOOD#QUALITY': 'positive'}]
cơ_mà đồ_ăn đối_với mình thì không hợp lắm .,['FOOD#QUALITY'],[{'FOOD#QUALITY': 'neutral'}]
điểm cộng đầu_tiên là không bị ngọt quá .,['FOOD#QUALITY'],[{'FOOD#QUALITY': 'positive'}]
"giá_cả trung_bình , khá so với các quán ăn trong cùng khu_vực .",['RESTAURANT#PRICES'],[{'RESTAURANT#PRICES': 'neutral'}]
quán nằm ngay đối_diện bệnh_viện hoàn_mỹ trên phan xích long .,['LOCATION#GENERAL'],[{'LOCATION#GENERAL': 'neutral'}]
đa_số món thì tuy là có chuẫn bị sẵn nhưng thường là tầm khoảng phút thì các món mới hoàn_thành xong .,['SERVICE#GENERAL'],[{'SERVICE#GENERAL': 'neutral'}]
cả lần mình đều kêu top blade g với sốt kem nấm .,['FOOD#STYLE&OPTIONS'],[{'FOOD#STYLE&OPTIONS': 'neutral'}]
"trên line băng_chuyền đa_số chỉ có ba chỉ bò , heo .",['FOOD#STYLE&OPTIONS'],[{'FOOD#STYLE&OPTIONS': 'neutral'}]
mình không uống nước hôm ý nhưng nhìn qua menu thì nước khá đắt .,['DRINKS#PRICES'],[{'DRINKS#PRICES': 'negative'}]
"không_gian quán đẹp , decor theo style cổ_điển khá hợp_ý mình .",['AMBIENCE#GENERAL'],[{'AMBIENCE#GENERAL': 'positive'}]
"không_gian thoáng , sạch_sẽ .",['AMBIENCE#GENERAL'],[{'AMBIENCE#GENERAL': 'positive'}]
"trong các món thì cái tô đá tuyết là bắt_mắt và đẹp nhất , ăn thì cũng được , mình thích parfait và món nước hơn , nhìn bình_thường mà ngon .","['DRINKS#STYLE&OPTIONS', 'DRINKS#QUALITY']","[{'DRINKS#STYLE&OPTIONS': 'positive'}, {'DRINKS#QUALITY': 'positive'}]"
"trà sữa flan quá ngọt , dù đã dặn trước .",['DRINKS#QUALITY'],[{'DRINKS#QUALITY': 'neutral'}]
khu foodcourt bên này cũng rộng_rãi lắm .,['AMBIENCE#GENERAL'],[{'AMBIENCE#GENERAL': 'positive'}]
"quán hợp với những bạn thích không_gian yên_tĩnh , thích chụp ảnh .",['RESTAURANT#GENERAL'],[{'RESTAURANT#GENERAL': 'positive'}]
"cơm gà là , burger là .","['FOOD#PRICES', 'FOOD#STYLE&OPTIONS']","[{'FOOD#PRICES': 'neutral'}, {'FOOD#STYLE&OPTIONS': 'neutral'}]"
"em nhân_viên bảo ko nhớ , sau đấy chạy đi hỏi quay lại bảo vs mình k xuất .",['FOOD#PRICES'],[{'FOOD#PRICES': 'neutral'}]
vị_trí nằm mặt đường giảng võ .,['LOCATION#GENERAL'],[{'LOCATION#GENERAL': 'neutral'}]
hixxxx nhân_viên phục_vụ thậm_chí ko hiểu món ăn_ở quán của mình nữa .,['SERVICE#GENERAL'],[{'SERVICE#GENERAL': 'negative'}]
bị nghiện trà trái_cây của royaltea rồi .,['DRINKS#QUALITY'],[{'DRINKS#QUALITY': 'positive'}]
bọn mình gọi ly nước_ngọt ly uống sản khoái mát_mẻ .,"['DRINKS#PRICES', 'DRINKS#QUALITY']","[{'DRINKS#PRICES': 'neutral'}, {'DRINKS#QUALITY': 'positive'}]"
chất_lượng không ngon .,['FOOD#QUALITY'],[{'FOOD#QUALITY': 'negative'}]
mình cực thích các loại thức uống của cheese luôn .,['DRINKS#QUALITY'],[{'DRINKS#QUALITY': 'positive'}]
"nêm nếm vừa ăn và cực_kỳ đưa cơm mặn , chua , ngọt , cay rất vừa_phải .",['FOOD#QUALITY'],[{'FOOD#QUALITY': 'positive'}]
"giá tầm k ly , từ ngày ko có km toàn uống cfe thôi .",['DRINKS#PRICES'],[{'DRINKS#PRICES': 'neutral'}]
"bước vào có nhân_viên mở_cửa luôn nè , quán có không_gian cũng thoải_mái , bàn_ghế thì cũng không quá sang_trọng nhưng tầm giá vậy là được rồi .","['SERVICE#GENERAL', 'AMBIENCE#GENERAL']","[{'SERVICE#GENERAL': 'positive'}, {'AMBIENCE#GENERAL': 'positive'}]"
"gọi phần cá hai món người ăn dư luôn , các món gỏi chủ_yếu toàn rau , lẩu thì lại không rau .",['FOOD#STYLE&OPTIONS'],[{'FOOD#STYLE&OPTIONS': 'positive'}]
"kiệu thường bỏ nguyên cây và được cuốn lại , rồi trộn chung với gân và nước_mắm .",['FOOD#STYLE&OPTIONS'],[{'FOOD#STYLE&OPTIONS': 'positive'}]
"tokpokki k bánh gạo truyền_thống , đựng trong dĩa nhìn cũng dễ_thương .","['FOOD#STYLE&OPTIONS', 'FOOD#PRICES']","[{'FOOD#STYLE&OPTIONS': 'positive'}, {'FOOD#PRICES': 'neutral'}]"
vị_trí ngay gần ngã tư hoàng cầu mới – thái hà nhé .,['LOCATION#GENERAL'],[{'LOCATION#GENERAL': 'neutral'}]
"lava chocolate ăn hơi no nên mình nghỉ xả_hơi một_tí rồi mới báo nhân_viên bắt_đầu làm bánh lần này có_vẻ quán đã cải_thiện , cái bánh đã đẹp đều hơn , và sicula nhiều hơn nè , vẫn ngon như thuở ban_đầu .","['FOOD#STYLE&OPTIONS', 'FOOD#PRICES', 'FOOD#QUALITY']","[{'FOOD#STYLE&OPTIONS': 'positive'}, {'FOOD#PRICES': 'neutral'}, {'FOOD#QUALITY': 'positive'}]"
"mình mua bánh xá_xíu , thấy qua quán sạch_sẽ đẹp_đẽ , nhân_viên rất nice luôn .","['SERVICE#GENERAL', 'AMBIENCE#GENERAL']","[{'SERVICE#GENERAL': 'positive'}, {'AMBIENCE#GENERAL': 'positive'}]"
kiểu hỏi để xe ở đâu thay_vì bảo gác chống xe xuống đi để bv dắt xe thì ngồi hất mặt lên nói_năng cộc_lốc kiểu ' ko thấy bv ngồinđây hả mà hỏi ' .,['SERVICE#GENERAL'],[{'SERVICE#GENERAL': 'negative'}]
"kiểu quán nhậu bình_dân , hải_sản tươi_sống bày tại bể .",['RESTAURANT#GENERAL'],[{'RESTAURANT#GENERAL': 'neutral'}]
không_gian không quá rộng nhưng được_cái thoáng mát và nhìn cũng sang_trọng .,['AMBIENCE#GENERAL'],[{'AMBIENCE#GENERAL': 'positive'}]
lava cake ăn cũng được .,"['FOOD#QUALITY', 'FOOD#PRICES']","[{'FOOD#QUALITY': 'positive'}, {'FOOD#PRICES': 'neutral'}]"
tuy_nhiên dường_như mở nhạc to là đặc_điểm của các bạn nhân_viên ở đây,['RESTAURANT#MISCELLANEOUS'],[{'RESTAURANT#MISCELLANEOUS': 'neutral'}]
"green tea thơm , dễ uống nhất nếu không biết gọi gì thì thử cũng được nha .",['DRINKS#QUALITY'],[{'DRINKS#QUALITY': 'positive'}]
tiện đg qa đây thì cũng chỉ vào mua dc ít bim_bim snack kẹo bánh rồi lượn luôn .,['FOOD#STYLE&OPTIONS'],[{'FOOD#STYLE&OPTIONS': 'neutral'}]
"còn bạn đứng ca mặc áo màu khác với toàn_bộ nhân_viên , màu xanh sơ_mi kẻ sọc trắng thì_phải , gọi người nhận nước mà như dằn vao mặt mình .",['SERVICE#GENERAL'],[{'SERVICE#GENERAL': 'negative'}]
"toast lava kim sa món này cũng ngon không kém , bánh mới vừa mang ra nóng_hổi hết_sảy con bà bảy luôn , mới vừa dùng dao cắt ra là sốt kim sa tràn ra mà thèm chảy nước_miếng luôn á và ly trà xoài do uống li này một bữa ở bên đen đá pasteur thấy ngon quá nên từ đó thích món này luôn , và bạn mình uống thấy cũng thích theo há há , trà hoa_hồng add thêm trân_châu trắng uống cũng được , có kem béo là thành ngon hà🤣 .","['FOOD#QUALITY', 'FOOD#STYLE&OPTIONS', 'DRINKS#QUALITY', 'DRINKS#STYLE&OPTIONS']","[{'FOOD#QUALITY': 'positive'}, {'FOOD#STYLE&OPTIONS': 'positive'}, {'DRINKS#QUALITY': 'positive'}, {'DRINKS#STYLE&OPTIONS': 'neutral'}]"
chỗ để xe thì lại hơi bé tuy_nhiên decor khá là đẹp .,"['AMBIENCE#GENERAL', 'RESTAURANT#MISCELLANEOUS']","[{'AMBIENCE#GENERAL': 'positive'}, {'RESTAURANT#MISCELLANEOUS': 'negative'}]"
